square_footage,num_bedrooms,location,price
930,1,San Francisco,213155
1994,1,Boston,313507
982,1,San Francisco,217819
1163,1,Boston,176971
838,4,New York,360322
2172,3,Austin,426583
1720,3,Seattle,400666
815,1,Chicago,139048
1292,2,Dallas,317891
2249,4,Dallas,563653
1931,3,Austin,390753
1110,1,Miami,220543
1538,2,Los Angeles,351545
1345,2,Boston,285689
1050,1,Chicago,216542
1558,4,Miami,457870
2604,3,Chicago,502735
2097,2,Los Angeles,426498
2431,3,San Francisco,562230
2714,3,Boston,593581
1613,2,Los Angeles,351706
828,1,Dallas,163604
1757,2,Dallas,316139
2832,2,Boston,550367
1276,4,Seattle,351095
1117,3,Austin,348613
1044,1,Austin,162322
1547,3,Dallas,381924
1496,2,Dallas,275241
1071,1,Los Angeles,179381
2571,1,New York,386295
2062,1,Houston,341416
1065,1,Seattle,200733
1720,4,Miami,437402
1139,1,Houston,220008
1188,2,Los Angeles,325485
2850,4,Houston,613969
1965,2,Houston,405326
1175,2,Los Angeles,240158
2833,3,Dallas,585219
945,1,Dallas,183981
2781,1,Boston,462371
1092,2,Houston,226515
1231,1,Miami,223048
1504,4,Los Angeles,437972
2798,3,Miami,555024
1198,1,Chicago,199038
1763,1,Austin,271837
2841,4,Boston,664858
2628,3,Austin,520375
2908,4,Boston,616995
1738,2,Seattle,348129
1509,2,Los Angeles,339455
1606,1,Austin,244701
2263,3,Miami,446863
2125,2,Los Angeles,386415
810,4,Miami,347892
1885,2,Houston,429386
2668,2,Austin,458387
1571,4,Houston,450639
2394,1,Dallas,384884
2407,3,Chicago,510504
2133,1,Seattle,333755
1684,4,Seattle,444315
2189,2,Austin,431761
1025,3,San Francisco,295936
1624,1,Chicago,316711
1736,4,New York,438493
2711,2,Boston,531275
2596,2,Seattle,534390
853,1,Los Angeles,150424
1526,4,Dallas,387054
2344,2,Houston,423664
1843,2,New York,419872
2713,3,Los Angeles,536348
2576,2,Austin,480269
2396,1,Chicago,369046
2714,4,Seattle,616771
1649,4,Boston,457057
2909,3,New York,561741
802,4,Seattle,299122
959,1,San Francisco,181722
1580,2,San Francisco,374535
1692,3,San Francisco,428848
2830,4,Dallas,603840
1379,3,Houston,388455
2733,3,Austin,514452
2180,4,Los Angeles,574772
2090,3,Seattle,461520
2440,4,Los Angeles,605543
1751,1,Los Angeles,283621
1787,4,Seattle,476426
2018,2,Houston,358737
1720,4,Dallas,458307
2155,2,Dallas,400611
969,3,Chicago,259816
1320,4,Austin,447300
2286,2,Chicago,489019
839,4,Houston,285477
2360,4,Los Angeles,525593
2218,4,Austin,534397
1754,1,Chicago,348720
1783,2,Chicago,340599
1774,1,San Francisco,282837
837,1,Dallas,193404
2074,2,Miami,406587
1999,4,Chicago,475164
2425,1,New York,399037
1713,1,San Francisco,287401
1253,1,Los Angeles,258913
836,4,Boston,312771
2511,1,Dallas,401280
1595,3,Houston,390486
1772,2,Seattle,349467
1392,3,Houston,401014
1937,4,San Francisco,465649
2124,1,New York,415770
1117,2,Houston,299932
2962,1,New York,527721
2146,4,Seattle,549504
2391,2,Boston,491285
2689,3,Dallas,541448
2887,2,Dallas,510923
2796,1,Miami,442958
2572,2,New York,495923
2112,4,Seattle,497318
2085,4,Chicago,515513
1015,2,Chicago,276966
2939,4,Los Angeles,650022
2504,4,New York,607731
1162,4,Austin,413576
2516,3,Houston,570658
1993,1,Los Angeles,302700
1155,4,Los Angeles,335131
990,2,Los Angeles,218106
1499,4,Seattle,391669
2854,3,Dallas,620113
2980,2,Los Angeles,525755
1356,1,Dallas,229211
1625,2,Dallas,351872
1854,2,New York,365797
1225,2,Seattle,294946
2374,2,Dallas,424444
2929,4,Los Angeles,610006
1388,1,Seattle,234582
2812,4,Los Angeles,602831
2347,3,San Francisco,523399
1094,3,Houston,324674
2785,2,San Francisco,535010
2047,4,San Francisco,514579
2348,4,New York,503694
2490,1,Austin,391863
1936,1,Houston,312212
2056,1,New York,328837
2864,4,Los Angeles,675660
1159,1,New York,181010
1499,1,Los Angeles,266193
1247,1,Austin,210643
1474,2,Dallas,271384
1807,3,New York,419133
2149,3,Miami,460201
1385,4,Dallas,378128
2056,4,Boston,466891
2047,2,New York,422550
1793,3,Los Angeles,435386
2235,1,Houston,336709
1371,1,New York,219330
2045,4,Los Angeles,476055
2884,3,Austin,567901
1788,4,San Francisco,450892
1077,4,New York,350897
2019,1,Chicago,320039
2687,1,Boston,410645
1283,3,Chicago,376598
2065,4,Dallas,524120
1530,2,Dallas,281421
1840,3,San Francisco,378387
1717,4,San Francisco,483816
1685,3,Dallas,433116
821,3,New York,227975
1273,3,Seattle,296232
1503,2,New York,289319
1486,2,Boston,288351
1084,1,Dallas,261008
1515,1,Chicago,245155
1562,4,San Francisco,483955
2050,3,Chicago,410198
1747,4,Dallas,432046
1830,1,Austin,291392
828,2,Dallas,222268
1706,1,Miami,327626
2926,4,Boston,667602
1369,1,Miami,235039
2806,4,Houston,602504
2253,4,Chicago,557407
1537,4,Austin,475077
1315,4,Boston,364493
2800,1,Los Angeles,463787
838,4,Houston,310015
1686,4,Seattle,434935
1898,3,Miami,419544
2623,4,Boston,560270
2510,1,Boston,464505
1773,4,Miami,462626
2362,2,Houston,454214
1788,2,Austin,318935
820,4,Austin,345750
1668,2,San Francisco,324168
883,2,New York,227074
2482,1,Houston,428046
2776,3,Chicago,586664
2210,2,Chicago,417997
2330,2,Houston,406741
1369,3,Miami,388346
1733,3,Chicago,435958
2780,2,Chicago,528639
2655,4,New York,565307
1592,2,Boston,338500
1591,4,Boston,403082
2609,4,Houston,602838
2094,4,Dallas,563299
2407,3,Boston,480003
1883,2,Miami,415283
1784,2,Los Angeles,389832
2480,1,Dallas,401347
1319,3,New York,319099
1390,1,Miami,261958
1850,1,Austin,362693
2509,4,New York,614846
2835,3,San Francisco,572918
1148,1,Chicago,255642
1759,2,Seattle,316652
2763,1,Austin,432483
1492,3,Dallas,358888
2359,2,Miami,421377
1177,2,Austin,238514
1326,2,San Francisco,289905
2059,4,Miami,544084
2675,2,Seattle,455656
2563,4,Dallas,586211
1320,4,New York,442538
2501,1,Houston,469368
1816,1,Austin,334747
1813,2,Seattle,395077
916,3,San Francisco,240519
2167,2,Austin,433985
1383,1,Los Angeles,265777
1194,2,Los Angeles,281849
1887,1,Dallas,342144
871,2,New York,268059
1073,3,Dallas,343435
2813,2,Dallas,479601
2143,3,Chicago,448346
1137,3,New York,367746
2189,2,Chicago,388720
1406,3,Miami,355452
965,3,Seattle,251527
2367,1,Seattle,355163
2858,1,New York,429231
2124,3,New York,428314
1528,4,Miami,382610
2843,2,Seattle,551222
901,3,Miami,259758
2215,2,Houston,390574
1578,1,San Francisco,313395
1013,2,Los Angeles,236444
1911,3,Houston,440872
2376,3,Dallas,497385
2495,3,Austin,571893
1391,3,Chicago,344066
2133,4,Boston,567321
1909,4,Austin,481950
2939,4,New York,600303
1513,3,San Francisco,354871
1735,4,Houston,476719
2751,2,Boston,559194
1041,3,Boston,322736
2843,1,New York,451842
801,3,Houston,252327
2568,2,Boston,490382
2749,4,Houston,620431
2963,3,Chicago,632837
1717,4,Chicago,418656
889,3,Boston,286104
2509,2,Boston,433228
2969,3,New York,546142
942,4,Houston,302667
905,4,Seattle,324481
1686,2,Miami,312447
1227,3,Miami,383739
2128,1,Austin,347768
2695,3,Austin,567157
2794,2,Boston,519312
1116,1,Los Angeles,209731
2786,2,Chicago,532279
1434,3,Dallas,404943
2725,1,Houston,412888
2856,2,San Francisco,525512
2239,4,San Francisco,559079
1352,1,Chicago,214194
1515,1,Austin,316662
2087,2,New York,402145
2513,4,San Francisco,530303
2683,1,Boston,448582
1907,2,Los Angeles,401114
2141,1,San Francisco,376271
910,1,Miami,151705
1050,1,Los Angeles,162128
2854,4,Los Angeles,630700
1258,3,San Francisco,384226
1907,3,New York,424145
1007,4,New York,394209
1699,4,Austin,463694
821,2,Chicago,220199
1209,1,Boston,202783
1694,4,Dallas,479694
1314,2,Seattle,339160
1608,3,Dallas,353293
1673,3,Miami,367634
813,3,New York,316184
1770,3,Austin,425821
2934,2,Miami,574620
2360,1,Dallas,405305
2124,2,Los Angeles,430625
2066,1,Chicago,324807
2969,3,Los Angeles,599407
1549,4,Dallas,395271
1484,4,San Francisco,458538
2727,4,Chicago,605844
1494,1,Austin,292718
1106,3,Houston,338510
2789,2,Los Angeles,497680
1461,4,San Francisco,386773
1348,1,Miami,262477
1111,4,Houston,317109
1882,2,Miami,397337
2537,3,New York,533465
1554,2,Houston,339272
834,3,Chicago,293437
1244,3,New York,315431
2940,3,Chicago,557847
2782,4,Boston,568297
2030,2,San Francisco,376525
1152,4,Dallas,420715
1702,2,Miami,370084
2155,1,Dallas,329634
2548,1,Houston,460959
958,2,Los Angeles,241767
2777,2,Los Angeles,477748
1756,2,Miami,347846
2871,2,New York,579818
1203,3,Miami,289832
1315,4,Boston,371370
2187,3,Boston,463515
1755,4,Dallas,440200
2999,4,Houston,695354
2512,4,Boston,595262
1407,3,San Francisco,326785
2073,2,New York,375173
2335,3,New York,465612
2241,3,Boston,476136
2597,4,Seattle,562959
1094,1,Los Angeles,232033
1554,1,Seattle,313087
2194,3,Houston,434914
985,4,Houston,320638
2069,3,Chicago,483408
1436,3,Houston,337569
2091,2,Chicago,422776
1329,4,New York,435268
2868,1,San Francisco,511324
1593,1,Austin,284077
2947,1,Los Angeles,457812
1277,3,Chicago,307127
2422,4,Dallas,534231
1739,2,San Francisco,371152
1325,1,Miami,274256
801,4,Dallas,309428
1174,1,San Francisco,234269
1352,2,Dallas,338381
2325,4,Boston,580205
2651,3,Dallas,560425
1180,3,Chicago,370207
2446,1,San Francisco,442785
813,1,Miami,171153
1303,4,Houston,351508
2808,2,Dallas,540251
929,1,Miami,208216
1637,4,San Francisco,495528
2840,2,Miami,531180
827,1,Austin,167875
2913,1,Austin,520231
2052,4,Dallas,532314
1060,1,Dallas,241475
2846,3,Dallas,542164
2272,2,Los Angeles,417415
2247,2,Boston,419215
1259,3,Miami,331572
1100,4,Seattle,349880
1429,3,New York,398480
1069,3,Dallas,341409
2793,2,Chicago,470651
2428,4,Austin,573630
2601,1,Austin,488444
1661,3,Houston,404765
2080,3,New York,504519
2980,4,Miami,636237
2599,3,San Francisco,524228
2506,4,New York,546636
1375,1,Boston,212593
2803,4,Dallas,586247
2107,1,Chicago,369907
2756,4,Miami,650811
2820,3,Miami,564864
2455,1,Dallas,409373
2379,3,Boston,531714
2647,1,Dallas,464611
2190,4,Dallas,478605
2542,4,New York,626206
2725,4,Chicago,645129
1419,2,Miami,282326
2074,2,Houston,425247
1756,1,Dallas,305512
2739,2,Los Angeles,509460
1768,4,San Francisco,481434
2116,2,Dallas,461379
1843,2,Dallas,370680
1081,3,Miami,303856
2966,1,Austin,532559
1858,1,Seattle,343732
997,1,San Francisco,191470
1882,2,Austin,352175
1984,4,New York,516433
1808,3,Los Angeles,423329
2029,1,Seattle,370094
1835,2,San Francisco,344950
1289,4,Austin,430677
1075,3,Chicago,334019
2039,3,Chicago,407741
2074,1,Boston,369620
925,1,Dallas,186344
1016,4,Los Angeles,366590
2008,2,Seattle,353239
2046,4,San Francisco,476573
1718,1,Chicago,300112
2117,4,Los Angeles,495986
2998,2,Seattle,599621
2461,3,Boston,477336
1107,3,Chicago,329758
2159,3,Miami,424284
2769,3,Chicago,525869
1691,1,Houston,271680
1174,1,Miami,252991
2833,2,Los Angeles,530769
2164,2,Boston,454464
928,2,Austin,194458
1814,2,New York,394826
2599,4,Dallas,627865
2181,2,Dallas,463513
1316,3,Chicago,355677
2318,3,San Francisco,492938
885,3,Miami,243497
1998,4,Houston,480617
1942,2,Chicago,371677
2793,3,Boston,563906
2961,3,New York,642834
1102,3,Austin,288857
1387,3,New York,352385
1786,1,Houston,367841
2663,2,New York,527465
1144,2,New York,311063
1613,4,Los Angeles,425242
2787,1,Boston,437541
2110,4,Boston,523794
2799,3,Seattle,586479
2477,4,Chicago,618094
2127,3,San Francisco,484690
1892,3,Seattle,401923
1809,2,Boston,413822
1503,2,Dallas,340068
1374,2,Chicago,339696
2408,2,Houston,435488
1912,2,Los Angeles,426747
1487,1,Austin,268141
1288,2,Dallas,322072
2147,4,Boston,531266
1293,3,Chicago,371112
2467,2,Boston,478835
2437,1,Miami,416547
818,4,Seattle,341737
1800,4,Austin,470693
1650,3,Austin,429886
2188,4,San Francisco,513912
2154,4,Miami,559314
2167,4,New York,490955
1621,4,Miami,394741
1254,1,Austin,248259
2424,3,Dallas,477122
1510,2,San Francisco,358189
2990,4,Houston,602072
1716,1,Dallas,319080
2296,3,Chicago,502937
2240,2,New York,419061
1104,3,Seattle,356633
1535,1,Houston,318028
2763,1,Dallas,481324
2949,1,Chicago,502892
2809,4,Boston,633257
1761,1,Los Angeles,280301
1826,2,New York,416426
2932,4,Seattle,670716
2273,3,San Francisco,537521
2747,2,Miami,507863
1977,4,Los Angeles,499177
1464,1,New York,245717
811,3,Houston,289684
1956,1,Boston,318883
1103,2,San Francisco,286714
2563,2,Austin,490919
842,4,Dallas,295177
1743,2,Dallas,373846
2149,3,San Francisco,514589
1690,4,Austin,406588
1804,3,Dallas,393779
820,1,New York,170954
1206,3,San Francisco,302911
1814,3,San Francisco,384939
1135,2,Houston,273153
2638,1,Austin,459261
1947,2,Houston,365675
2627,1,Austin,412531
1514,1,Houston,324389
850,3,San Francisco,247058
1123,2,Miami,300757
1588,3,Miami,369304
940,3,Miami,339602
1269,3,San Francisco,343936
1586,1,Dallas,282320
2625,2,Boston,447811
2157,2,Seattle,406791
2716,3,Boston,569455
1763,1,Miami,346147
1172,2,Dallas,296393
2492,4,San Francisco,567973
1979,2,Chicago,352139
2471,3,Dallas,535830
905,4,Chicago,287971
2243,1,San Francisco,399587
2481,4,New York,565092
801,4,Austin,291785
2937,3,Seattle,593313
1149,2,Boston,306912
2086,1,Houston,363972
1862,4,Houston,436375
1244,3,Austin,308978
1751,2,Dallas,347734
835,4,Houston,325676
1907,3,Los Angeles,465267
2275,3,Houston,472834
2598,3,San Francisco,520945
2645,1,Austin,455709
2208,2,Seattle,386183
1995,4,Austin,547035
2199,2,Seattle,476777
2508,2,Los Angeles,457097
2185,4,Houston,518352
2988,2,Austin,583738
2100,1,Chicago,391034
2043,4,Miami,505861
1320,4,Los Angeles,416742
2606,3,Dallas,569366
809,2,Chicago,247206
1783,4,Seattle,511000
2456,4,Austin,615753
2460,1,Seattle,407126
2999,3,Seattle,642138
1519,4,Los Angeles,447893
1872,1,Chicago,336410
1658,4,Austin,422625
2116,4,Houston,503676
2403,4,New York,534139
849,1,Boston,191292
945,2,Boston,245896
1714,4,Los Angeles,422338
2262,4,Dallas,549724
1380,2,San Francisco,281807
2384,4,New York,582057
1282,3,Austin,303504
2049,4,Boston,522595
1472,3,Dallas,359367
1430,2,San Francisco,300197
1461,1,Chicago,309579
1787,2,Austin,319580
2346,4,Seattle,598677
1449,3,Dallas,341647
1768,1,Austin,340038
1900,4,New York,483906
1240,1,Seattle,252251
1720,1,New York,333069
1569,4,Miami,446098
2143,2,Boston,411745
2626,4,San Francisco,596364
1062,4,Dallas,316523
2377,2,Seattle,419971
1798,3,Boston,462932
1499,4,Los Angeles,388916
2403,1,New York,382026
2041,4,Miami,538271
1925,4,New York,440890
1990,1,Austin,357516
1805,2,Chicago,362128
835,3,Miami,232620
1543,3,Miami,383200
2564,1,San Francisco,479652
1152,2,Dallas,234822
2722,4,Los Angeles,617522
872,4,Los Angeles,299128
2176,4,San Francisco,479329
2714,4,New York,600827
1893,4,Houston,502869
1507,1,Boston,278742
2604,4,Houston,590145
1755,4,Austin,506218
959,2,Los Angeles,270497
2996,4,Dallas,647738
2535,3,Chicago,540212
2385,1,New York,455185
866,1,Dallas,153061
857,1,Dallas,137373
1141,3,Seattle,364118
1953,4,Miami,476039
1995,1,Boston,360100
2032,3,Miami,425853
2294,2,Dallas,411547
2621,4,San Francisco,632991
915,3,Houston,240361
1461,4,Seattle,427970
2265,2,Miami,482779
2668,3,Austin,576721
1816,4,Chicago,491022
1110,3,Chicago,319463
1007,1,Boston,203553
1432,4,Austin,453800
2902,3,Miami,577218
1456,1,Miami,290268
2223,2,Dallas,425992
2731,4,Miami,628362
2479,4,Austin,524266
1036,2,Chicago,245836
1147,1,Dallas,246237
1429,2,New York,274836
2340,4,Austin,519695
2803,3,San Francisco,521679
2071,1,Miami,377716
1163,1,Chicago,216797
1085,1,Houston,164113
948,2,Miami,274572
1907,2,San Francisco,421874
1255,3,Chicago,376166
2566,3,Boston,530769
1599,1,Miami,289579
1984,3,Dallas,417903
1812,2,Seattle,394653
2323,3,Austin,451714
1280,2,San Francisco,260315
2486,3,Miami,551129
2961,4,New York,676252
2401,2,Houston,470671
1140,4,Chicago,345811
2810,2,San Francisco,504905
2666,3,Austin,552057
1634,4,Miami,454923
2003,3,New York,420306
2525,2,Chicago,521652
2489,4,Austin,570320
1110,1,Chicago,217287
1061,3,Austin,335324
2242,2,Miami,472652
1205,4,Seattle,351348
2990,3,Los Angeles,591041
1141,4,Dallas,331802
2139,3,Seattle,437813
1043,3,Los Angeles,288673
1289,3,Miami,324374
811,4,Miami,275591
1360,4,Miami,427923
841,3,Los Angeles,300210
1393,1,New York,250567
2252,1,San Francisco,428615
2626,1,Los Angeles,448604
2493,2,Houston,449975
933,1,San Francisco,223122
1747,4,Houston,455274
872,1,Austin,144077
1198,4,Dallas,378418
2228,2,Dallas,425195
929,4,Dallas,296889
2611,4,Boston,574503
2801,4,Los Angeles,596961
1065,1,New York,252214
2360,3,Austin,460909
2785,4,Miami,661355
1592,1,Los Angeles,292233
2112,1,Houston,362884
963,1,Houston,218019
894,3,San Francisco,290916
2605,3,Miami,501498
1933,3,Boston,460552
1621,3,Houston,405615
1037,2,Dallas,254958
2760,3,San Francisco,525998
1848,3,Seattle,390964
2476,3,Chicago,571151
1763,4,San Francisco,459829
1336,4,San Francisco,431794
2403,3,Houston,520038
2779,2,Los Angeles,549463
927,4,Miami,351448
891,1,Seattle,209443
1342,4,Dallas,398510
1645,1,Los Angeles,291310
2481,4,Austin,591351
2651,3,Houston,514384
1189,4,Miami,402726
2684,3,New York,580198
842,3,Dallas,298880
1053,4,Los Angeles,310013
1883,1,Dallas,304763
2340,1,Miami,378087
2753,4,Austin,608729
1441,3,Austin,356331
1489,1,Dallas,241555
2076,2,Austin,373864
2750,3,Los Angeles,539632
1879,4,Dallas,482587
2286,3,Los Angeles,512185
1256,2,Austin,302949
1782,2,Boston,352606
2930,1,Chicago,465092
1922,2,New York,422287
948,3,Houston,335994
2152,1,Miami,367558
1979,2,New York,445242
989,1,Los Angeles,235507
1682,1,Chicago,258877
1199,4,Chicago,415080
1408,1,Boston,219463
2595,1,Seattle,471991
2438,2,Seattle,423772
2375,3,Los Angeles,517064
2948,3,Chicago,587506
2182,2,Boston,382991
2203,3,Houston,518099
1619,1,Houston,244803
1619,4,New York,463349
1219,1,Dallas,276255
923,1,Miami,215431
1221,4,Boston,370909
2308,2,Dallas,416385
2397,1,Austin,433533
1567,1,Houston,269749
2844,2,Los Angeles,575776
2939,1,Boston,514340
2349,1,Chicago,406089
2564,3,San Francisco,540231
2844,2,San Francisco,494545
1309,1,Houston,234644
2006,1,Boston,313820
1185,4,Dallas,423270
2397,4,Dallas,563159
1541,4,Boston,452246
2711,1,Miami,487575
2246,1,Houston,399258
1700,4,Austin,429265
2912,3,New York,610051
2809,3,Boston,605954
1041,3,Miami,265588
2820,3,San Francisco,593779
972,2,Dallas,224429
1471,4,Los Angeles,433092
963,1,Houston,148535
1264,4,Dallas,422526
1296,3,Austin,318913
1499,1,Miami,284934
1502,2,San Francisco,361530
2740,4,Austin,624605
2591,1,New York,450316
982,1,Seattle,227720
1428,3,Los Angeles,382612
2531,3,New York,571393
1345,4,Houston,402928
2387,2,Dallas,479142
1423,1,Chicago,299477
1393,3,Chicago,346959
1543,4,San Francisco,445426
2568,3,Boston,517425
2259,4,Dallas,527287
2748,3,Chicago,583135
2868,2,Miami,493848
904,1,Seattle,232023
816,3,San Francisco,265336
1192,1,Los Angeles,219063
1224,4,New York,381973
2976,2,New York,549214
1371,1,Chicago,270787
2876,3,San Francisco,618740
1920,1,Chicago,384455
